,price,beds,baths,area,lat,lon,yearBuilt,homeType,neighborhood,coords,line,station,stationDistance,Andersonville,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Boystown,Bridgeport,Brighton Park,Bucktown,Burnside,Calumet Heights,Chatham,Chicago Lawn,Chinatown,Clearing,Douglas,Dunning,East Village,Edgewater,Edison Park,Englewood,Fuller Park,Gage Park,Galewood,Garfield Park,Garfield Ridge,Gold Coast,Grand Boulevard,Grand Crossing,Greektown,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,"Little Italy, UIC",Little Village,Logan Square,Loop,Lower West Side,Magnificent Mile,Mckinley Park,Montclare,Morgan Park,Mount Greenwood,Near South Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Old Town,Portage Park,Printers Row,Pullman,River North,Rogers Park,Roseland,Rush & Division,"Sauganash,Forest Glen",Sheffield & DePaul,South Shore,Streeterville,Ukrainian Village,United Center,Uptown,Washington Heights,Washington Park,West Elsdon,West Lawn,West Loop,West Pullman,West Ridge,West Town,Wicker Park,Woodlawn,Wrigleyville,CONDO,MULTI_FAMILY,SINGLE_FAMILY,TOWNHOUSE
8532,339900.0,4.0,3.0,1350.0,41.912476,-87.729725,1933,SINGLE_FAMILY,Humboldt Park,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,2.2827288593039654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8533,1450000.0,12.0,8.0,2200.0,41.920693,-87.71017,1924,MULTI_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,0.7075167948806064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8534,225000.0,3.0,1.0,990.0,41.921015,-87.733131,1896,SINGLE_FAMILY,Hermosa,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.8688106202083863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8535,414900.0,3.0,3.0,1600.0,41.921457,-87.719041,1904,SINGLE_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.112036768955051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8536,189900.0,2.0,1.0,900.0,41.906205,-87.708171,1929,CONDO,Humboldt Park,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,1.6675410335270116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8538,649900.0,4.0,4.0,2800.0,41.916829,-87.704327,2019,CONDO,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.7360607403307549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8541,454000.0,4.0,4.0,2500.0,41.913589,-87.717277,2018,TOWNHOUSE,Humboldt Park,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.5641916104952327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8542,370000.0,2.0,3.0,1250.0,41.917166,-87.705099,2005,CONDO,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.7525949758323307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8543,599000.0,3.0,2.0,1500.0,41.916829,-87.704327,2019,CONDO,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.7360607403307549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8544,269000.0,4.0,3.0,1500.0,41.916477,-87.728114,1923,SINGLE_FAMILY,Hermosa,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.9234804337561076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8545,279900.0,2.0,2.0,1211.0,41.918168,-87.703469,1930,CONDO,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.5994119963200419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8549,285000.0,2.0,2.0,1500.0,41.921229,-87.715062,1997,CONDO,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,0.9226788825957304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8551,409000.0,5.0,3.0,3000.0,41.910767,-87.727933,1906,SINGLE_FAMILY,Humboldt Park,POINT (-87.72540376831816 41.88541197876197),Green Line (Lake),Pulaski,1.880304381825212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8553,240000.0,7.0,3.0,1500.0,41.90212,-87.720543,1903,SINGLE_FAMILY,Humboldt Park,POINT (-87.72540376831816 41.88541197876197),Green Line (Lake),Pulaski,1.4037491342532258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8555,365000.0,4.0,3.0,1950.0,41.907959,-87.733473,1894,SINGLE_FAMILY,Humboldt Park,POINT (-87.72540376831816 41.88541197876197),Green Line (Lake),Pulaski,1.9721271482355802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8556,450000.0,4.0,2.0,2700.0,41.903076,-87.710323,1895,SINGLE_FAMILY,Humboldt Park,POINT (-87.71652283291752 41.88490437881123),Green Line (Lake),Conservatory,1.5737989281799618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8557,349900.0,4.0,3.0,714.0,41.919775,-87.715949,1891,SINGLE_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.0687579364047466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8559,474900.0,4.0,3.0,1280.0,41.919069,-87.703501,1887,MULTI_FAMILY,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.5388726082120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8560,225000.0,5.0,2.0,1800.0,41.905733,-87.716401,1897,SINGLE_FAMILY,Humboldt Park,POINT (-87.71652283291752 41.88490437881123),Green Line (Lake),Conservatory,1.4437993694767774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8562,234900.0,4.0,3.0,1000.0,41.914862,-87.7305,1888,SINGLE_FAMILY,Hermosa,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,2.157965321664242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8563,448000.0,3.0,3.0,2100.0,41.911666,-87.716028,2014,TOWNHOUSE,Humboldt Park,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.632535496153139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8564,275000.0,3.0,2.0,899.0,41.918802,-87.720601,1954,SINGLE_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.3757112373421387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8566,579000.0,8.0,3.0,3200.0,41.910404,-87.710518,1930,MULTI_FAMILY,Humboldt Park,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,1.4986975113002938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8567,290000.0,4.0,2.0,1020.0,41.906163,-87.718757,1956,SINGLE_FAMILY,Humboldt Park,POINT (-87.71652283291752 41.88490437881123),Green Line (Lake),Conservatory,1.5823813236344388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8569,514900.0,3.0,4.0,2000.0,41.915811,-87.717955,2018,TOWNHOUSE,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.4457710024686696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8570,239999.0,4.0,3.0,1450.0,41.919802,-87.732404,1900,SINGLE_FAMILY,Hermosa,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.9150782766715921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8572,595000.0,5.0,2.0,1167.0,41.917664,-87.709642,1895,MULTI_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,0.8893555209436157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8573,379900.0,5.0,3.0,2200.0,41.91927,-87.733084,1922,SINGLE_FAMILY,Hermosa,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.9868567581754466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8574,210000.0,3.0,1.0,1200.0,41.91627,-87.73472,1965,SINGLE_FAMILY,Hermosa,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,2.278299609587053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8576,170000.0,2.0,1.0,574.0,41.918771,-87.712111,1891,SINGLE_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,0.9402212974157975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8577,375000.0,2.0,2.0,1200.0,41.918769,-87.70642,2004,CONDO,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.7100434621742933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8578,335000.0,3.0,1.0,1200.0,41.915926,-87.704312,1978,CONDO,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.7976150198243985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8579,279900.0,3.0,2.0,1599.0,41.904707,-87.725496,1895,SINGLE_FAMILY,Humboldt Park,POINT (-87.72540376831816 41.88541197876197),Green Line (Lake),Pulaski,1.3364295707746683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8580,699900.0,3.0,3.0,1556.0,41.916634,-87.705609,1996,SINGLE_FAMILY,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.8156049844514144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8581,718700.0,4.0,4.0,3000.0,41.919476,-87.71159,2005,SINGLE_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,0.8647070248883728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8582,120000.0,2.0,1.0,850.0,41.91927,-87.726388,1940,CONDO,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.641704104825262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8583,305000.0,2.0,2.0,1800.0,41.906178,-87.709968,1890,SINGLE_FAMILY,Humboldt Park,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,1.7620519909337773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8586,219900.0,3.0,3.0,3000.0,41.910608,-87.729667,1891,SINGLE_FAMILY,Humboldt Park,POINT (-87.72540376831816 41.88541197876197),Green Line (Lake),Pulaski,1.9587240722679904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8587,369500.0,4.0,3.0,2250.0,41.918417,-87.720341,1901,SINGLE_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.3888842617800568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8588,669900.0,4.0,4.0,2950.0,41.915767,-87.716107,2019,SINGLE_FAMILY,Logan Square,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.353545677636572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8589,239900.0,5.0,3.0,1800.0,41.904152,-87.730547,1903,SINGLE_FAMILY,Humboldt Park,POINT (-87.72540376831816 41.88541197876197),Green Line (Lake),Pulaski,1.5585461782153278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8591,185000.0,2.0,2.0,1800.0,41.907603,-87.710013,2002,CONDO,Humboldt Park,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,1.666008316646059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8595,555000.0,3.0,3.0,1730.0,41.917694,-87.703429,2019,CONDO,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.6300665501826143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8596,270000.0,7.0,3.0,2298.0,41.90381,-87.728375,1910,MULTI_FAMILY,Humboldt Park,POINT (-87.72540376831816 41.88541197876197),Green Line (Lake),Pulaski,1.422958784518553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8598,549000.0,3.0,2.0,1500.0,41.916818,-87.70434,2019,CONDO,Logan Square,POINT (-87.69688979878789 41.92193917056461),Blue Line (O'Hare),California,0.7374901151448976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8599,449000.0,4.0,4.0,3000.0,41.91551,-87.73418,2007,SINGLE_FAMILY,Hermosa,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,2.3029318046816742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8600,264900.0,9.0,3.0,2710.0,41.9129,-87.7138,1886,MULTI_FAMILY,Humboldt Park,POINT (-87.7085413860205 41.92972804131357),Blue Line,Logan Square,1.4325053573047182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
